,file_name,file_path,file_url,repo
21,blastn_contamination.sh,00_scripts/utility_scripts/blastn_contamination.sh,https://github.com/jleluyer/PFR_snapper/blob/500a573adfed49e16f01bb6452be73749e3bb407/00_scripts/utility_scripts/blastn_contamination.sh,jleluyer/PFR_snapper
22,nohup.out,corpus_collosum/nohup.out,https://github.com/NCBI-Hackathons/sv_and_isoforms_from_RNAseq/blob/428dfda9c8d5a0ff1819fe03b7d283b4a47f0341/corpus_collosum/nohup.out,NCBI-Hackathons/sv_and_isoforms_from_RNAseq
23,blast_protein_seq.sh,blast_protein_seq.sh,https://github.com/philippaborrill/AFLF_timecourse_control/blob/0fe0bcb33fba1e80c378dac2d9224d0bae478926/blast_protein_seq.sh,philippaborrill/AFLF_timecourse_control
24,AprioriAnalysisDGE.md,AprioriAnalysisDGE.md,https://github.com/macmanes-lab/testesDGE/blob/8cdcc11ebeb679a2eb536dfe523b9d17e6c58a94/AprioriAnalysisDGE.md,macmanes-lab/testesDGE
25,clidentseq.pl,clidentseq.pl,https://github.com/astanabe/Claident/blob/9b12e5758529dd4e7f35ed6e37cca06dafef1dda/clidentseq.pl,astanabe/Claident
26,assemble_QC_cds_annot.sh,assemble_QC_cds_annot.sh,https://github.com/peterthorpe5/Hsac_transcriptome/blob/b9ddc364e0c985998831db8126d66c27a9716eb6/assemble_QC_cds_annot.sh,peterthorpe5/Hsac_transcriptome
27,PHIbase.md,PHIbase.md,https://github.com/macmanes-lab/Geosmithia_manuscript/blob/6869d0e199dce2949d0e9564a86e457247d3ef22/PHIbase.md,macmanes-lab/Geosmithia_manuscript
28,blastp.md,hpc/blastp_db_searches/blastp.md,https://github.com/Legana/ovulgaris_saliva_proteomics/blob/e9c0a7de6b010282d8aa1d3671bc150b80643f0a/hpc/blastp_db_searches/blastp.md,Legana/ovulgaris_saliva_proteomics
29,03_trinotate_functional_annotation.sh,03_trinotate_functional_annotation.sh,https://github.com/LLN273/RNAseq_Lsinapis/blob/7b0c831f8746295b35880dfbb09576205e8838d5/03_trinotate_functional_annotation.sh,LLN273/RNAseq_Lsinapis
30,Blastp_commands.txt,Scripts4blastp/Blastp_commands.txt,https://github.com/macmanes-lab/GeosmithiaComparativeGenomics/blob/61dfa4d50dece25e9420d8b4cf2a7343489056fd/Scripts4blastp/Blastp_commands.txt,macmanes-lab/GeosmithiaComparativeGenomics
31,Blastp_commands.txt,Scripts4blastp/Blastp_commands.txt,https://github.com/tarunaaggarwal/G.morbida.Comp.Gen/blob/f9d7984467e334dacff139d2e3721479028c8693/Scripts4blastp/Blastp_commands.txt,tarunaaggarwal/G.morbida.Comp.Gen
32,README_Centrepeat,README_Centrepeat,https://github.com/paulbilinski/Github_centrepeat/blob/21711991b46f39a7a47e9f57440642497cb13ef5/README_Centrepeat,paulbilinski/Github_centrepeat
33,run_plant_blast.sh,uniprot/run_plant_blast.sh,https://github.com/Dill-PICL/maize-GAMER/blob/8942b3520548252d70825659c42c11d1aa583c54/uniprot/run_plant_blast.sh,Dill-PICL/maize-GAMER
34,run_blast.sh,run_blast.sh,https://github.com/Dill-PICL/maize-GAMER/blob/8942b3520548252d70825659c42c11d1aa583c54/run_blast.sh,Dill-PICL/maize-GAMER
35,11.F3_blastp.sh,11.F3_blastp.sh,https://github.com/ADahlgren/PolyA_ribozero/blob/72391946b528fbceb3076749267bd6828a4077fb/11.F3_blastp.sh,ADahlgren/PolyA_ribozero
36,blast.md,blast.md,https://github.com/fonamental/notes/blob/95c2369f3a4a3d8a768f99545f1eb915725476f6/blast.md,fonamental/notes
37,blastp_RNAi.sh,bash-scripts/blastp_RNAi.sh,https://github.com/tskalicky/ngs/blob/b3cc24190fb7025a28f2896d6f141518aee318df/bash-scripts/blastp_RNAi.sh,tskalicky/ngs
38,trinotate_A_colossus.sh,bash_scripts/trinotate/trinotate_A_colossus.sh,https://github.com/aungthurhahein/biotech_script/blob/2fda699343e6c46543fa1df2412c8ca2f2622cda/bash_scripts/trinotate/trinotate_A_colossus.sh,aungthurhahein/biotech_script
39,blast_commands,PYTHON/ALLEGRA_COURSE/day5/Hackathon/blast_commands,https://github.com/dpjudge/Programming_Projects_GIT/blob/8419c3f862e380afbcdcd4d7c6f4ce9cc485b7a1/PYTHON/ALLEGRA_COURSE/day5/Hackathon/blast_commands,dpjudge/Programming_Projects_GIT
40,msdinblast.sh,msdinblast.sh,https://github.com/slharrow/code_practice/blob/21d9996e4b8be35f0c339faebbb85c826726a2a5/msdinblast.sh,slharrow/code_practice
41,GenomeControl.py,ervannotator/GenomeControl.py,https://github.com/thmourikis/erv_annotator/blob/448b2dfc2972f9bf4e743df36fe0232813590fec/ervannotator/GenomeControl.py,thmourikis/erv_annotator
42,PHIbase.md,PHIbase.md,https://github.com/macmanes-lab/GeosmithiaComparativeGenomics/blob/61dfa4d50dece25e9420d8b4cf2a7343489056fd/PHIbase.md,macmanes-lab/GeosmithiaComparativeGenomics
43,blast_phibase.md,blast_phibase.md,https://github.com/tarunaaggarwal/G.morbida.Comp.Gen/blob/f9d7984467e334dacff139d2e3721479028c8693/blast_phibase.md,tarunaaggarwal/G.morbida.Comp.Gen
44,blast.sh,bin/blast.sh,https://github.com/joelnitta/moorea/blob/b012790c5e8f15a54a90081e6eda650af29a1c26/bin/blast.sh,joelnitta/moorea
45,BLAST_jacknife_samples.sh,wales_analyses/phylogenome_wales/BLAST_jacknife_samples.sh,https://github.com/lonelyjoeparker/real-time-phylogenomics/blob/0c336e7a17852e724f89b78cd9ecee525c28910a/wales_analyses/phylogenome_wales/BLAST_jacknife_samples.sh,lonelyjoeparker/real-time-phylogenomics
46,reportsJ_NCBI.sh,code/reportsJ_NCBI.sh,https://github.com/carp-te/carp-documentation/blob/9c0ffe86e1c377f62ed5fc702a3b0cd15f2591ab/code/reportsJ_NCBI.sh,carp-te/carp-documentation
47,caldera.pl,caldera.pl,https://github.com/brantleyhall/Chromosome-Quotient/blob/d798b75387b3f749d0511d92f9aefe76d14dca6a/caldera.pl,brantleyhall/Chromosome-Quotient
48,maxquant_table_prep.md,aim2/max_new/maxquant_table_prep.md,https://github.com/Legana/ovulgaris_saliva_proteomics/blob/e9c0a7de6b010282d8aa1d3671bc150b80643f0a/aim2/max_new/maxquant_table_prep.md,Legana/ovulgaris_saliva_proteomics
49,generate_circos.py,src/generate_circos.py,https://github.com/bcnskaa/Metagenomics/blob/092e9661a96b8d69dc1a985f23756fbbce0536aa/src/generate_circos.py,bcnskaa/Metagenomics
50,Blast locally.md,Blast locally.md,https://github.com/kaizohio/RNA-seq/blob/a72385741b194d9ecd142f8b79aea49baa637962/Blast%20locally.md,kaizohio/RNA-seq
51,run_rpsblast.pl,rpsBlast/run_rpsblast.pl,https://github.com/raphael-upmc/network/blob/719748c8d7b480783cc5f377eae29a198c2df63e/rpsBlast/run_rpsblast.pl,raphael-upmc/network
52,PHIbase.md,PHIbase.md,https://github.com/tarunaaggarwal/G.morbidaGenome/blob/443266c8040812291ab9042d845d2ce058d86a20/PHIbase.md,tarunaaggarwal/G.morbidaGenome
53,run_blast_diff_pfam.sh,scripts/run_blast_diff_pfam.sh,https://github.com/dongqing7/trichoCODE/blob/867d6caef9af3c2246e0242c3d2a4b16805bcaf4/scripts/run_blast_diff_pfam.sh,dongqing7/trichoCODE
54,2_lncRNAfilter3_proteinCoding.sh,2_lncRNAfilter3_proteinCoding.sh,https://github.com/eyscott/lncRNA/blob/e6a422495d201058f1a6e30388575af18212ce73/2_lncRNAfilter3_proteinCoding.sh,eyscott/lncRNA
55,BLAST.sh,Annotation/GeneFamily-Annotation/Blast-and-Panther-Results/BLAST.sh,https://github.com/bastodian/Dimensions/blob/d4f40d3b023a5d285d57669f18aed4ddb1f14267/Annotation/GeneFamily-Annotation/Blast-and-Panther-Results/BLAST.sh,bastodian/Dimensions
56,merge.sh,tpB/merge.sh,https://github.com/Doefes/BPGEPR/blob/7ccd2f4de6dc20c17a844075caef2328b27faef2/tpB/merge.sh,Doefes/BPGEPR
57,.Rhistory,deprecated/SWC/.Rhistory,https://github.com/coleoguy/coleoguy.github.io/blob/51281cc02188736a5c6d6dd1f28374523cff1583/deprecated/SWC/.Rhistory,coleoguy/coleoguy.github.io
58,README.md,README.md,https://github.com/deprekate/ReadMapper/blob/0c5a05953b2b3fa37908add1dfbf7e01e3964f01/README.md,deprekate/ReadMapper
59,blastTranscripts.sh,bioinformatics_methods_2/module03/blastTranscripts.sh,https://github.com/clintval/coursework/blob/3d3daf1b2d2e7ce007e14ad7091eb4d33432a323/bioinformatics_methods_2/module03/blastTranscripts.sh,clintval/coursework
60,BlastRunner.py,onetimers/BlastRunner.py,https://github.com/ArxCaeli/Fishing/blob/59ab642baffdb6422c9fb30608c43433534738b4/onetimers/BlastRunner.py,ArxCaeli/Fishing
61,merge.sh,tpB/merge.sh,https://github.com/Doefes/BPGEPR/blob/7ccd2f4de6dc20c17a844075caef2328b27faef2/tpB/merge.sh,Doefes/BPGEPR
62,pav.phaseI.20140206.sh,pipelines/PAV_pipeline/PAV/old/pav.phaseI.20140206.sh,https://github.com/yangjl/zmSNPtools/blob/16b9812240064c3d7cca5afdab59162f5789bfa5/pipelines/PAV_pipeline/PAV/old/pav.phaseI.20140206.sh,yangjl/zmSNPtools
63,pav.phaseI.sh,pipelines/PAV_pipeline/PAV/pav.phaseI.sh,https://github.com/yangjl/zmSNPtools/blob/16b9812240064c3d7cca5afdab59162f5789bfa5/pipelines/PAV_pipeline/PAV/pav.phaseI.sh,yangjl/zmSNPtools
64,blast_reads2gi.sh,blast_reads2gi.sh,https://github.com/keylabivdc/VIP/blob/d69b5e7615d8da76ef0dd66e51867c8ec42588d4/blast_reads2gi.sh,keylabivdc/VIP
65,main.sh,main.sh,https://github.com/yeminlan/blast_tutorial/blob/d65e277f3f3e9f9116ce67321268260aca38ea17/main.sh,yeminlan/blast_tutorial
66,rnaseq_pipeline_stages_config.groovy,rnaseq-rodent/pipeline/rnaseq_pipeline_stages_config.groovy,https://github.com/druvus/openlabbook/blob/52d02ccebeaea37d3d9a52e594b16635b8ebb4a7/rnaseq-rodent/pipeline/rnaseq_pipeline_stages_config.groovy,druvus/openlabbook
67,9_lncRNA_Figure3_Blastn_tohuman_cons.sh,9_lncRNA_Figure3_Blastn_tohuman_cons.sh,https://github.com/eyscott/lncRNA/blob/e6a422495d201058f1a6e30388575af18212ce73/9_lncRNA_Figure3_Blastn_tohuman_cons.sh,eyscott/lncRNA
68,blast_comparison.sh,scripts/blast_comparison.sh,https://github.com/johnstantongeddes/ApTranscriptome/blob/b5e71046fb373079e2ff24bcf8b72678c2f9356c/scripts/blast_comparison.sh,johnstantongeddes/ApTranscriptome
69,blast.py,blast.py,https://github.com/berguner/svmap/blob/8c8fd521cbcc4121b5b412a8d7046c77bc2208ee/blast.py,berguner/svmap
70,blast-comparisons-checkpoint.ipynb,.ipynb_checkpoints/blast-comparisons-checkpoint.ipynb,https://github.com/ghedin-lab/MinION-Flu-Analysis/blob/4dcc6eb6473077829dd2130e1aecaf6cef27193a/.ipynb_checkpoints/blast-comparisons-checkpoint.ipynb,ghedin-lab/MinION-Flu-Analysis
71,blast-comparisons.ipynb,blast-comparisons.ipynb,https://github.com/ghedin-lab/MinION-Flu-Analysis/blob/4dcc6eb6473077829dd2130e1aecaf6cef27193a/blast-comparisons.ipynb,ghedin-lab/MinION-Flu-Analysis
72,trinotate_A.sh,bash_scripts/trinotate/trinotate_A.sh,https://github.com/aungthurhahein/biotech_script/blob/2fda699343e6c46543fa1df2412c8ca2f2622cda/bash_scripts/trinotate/trinotate_A.sh,aungthurhahein/biotech_script
73,run_formatter.sh,uniprot/run_formatter.sh,https://github.com/Dill-PICL/maize-GAMER/blob/8942b3520548252d70825659c42c11d1aa583c54/uniprot/run_formatter.sh,Dill-PICL/maize-GAMER
74,run_uniprot_blast.sh,uniprot/run_uniprot_blast.sh,https://github.com/Dill-PICL/maize-GAMER/blob/8942b3520548252d70825659c42c11d1aa583c54/uniprot/run_uniprot_blast.sh,Dill-PICL/maize-GAMER
75,blast.pl,ex9/blast.pl,https://github.com/tannishtha/BIOL-8803/blob/f5a7de017cf46faeca2c7f4eae998bfe0d8a802a/ex9/blast.pl,tannishtha/BIOL-8803
76,o2_capturing_blast_homologies.qsub,scripts/o2_capturing_blast_homologies.qsub,https://github.com/paulineauffret/Annotation_transcriptome_platax/blob/1dd4d59d236e440eb84980a497a561ede6923afc/scripts/o2_capturing_blast_homologies.qsub,paulineauffret/Annotation_transcriptome_platax
77,test_for_rnaseq_contamination_with_blast.txt,test_for_rnaseq_contamination_with_blast.txt,https://github.com/kimcdata/RNAseq_tools/blob/6280083ebeb325b6d7246f6f1609cc111e341771/test_for_rnaseq_contamination_with_blast.txt,kimcdata/RNAseq_tools
78,findRBBHs.pl,findRBBHs.pl,https://github.com/atcg/CTSprobes/blob/9b750631ba4e5a7fb2c82a08909a91303fd0b3ff/findRBBHs.pl,atcg/CTSprobes
79,trinotAdd.sh,annTrans/trinotAdd.sh,https://github.com/kurokocon/annTrans/blob/8bc2c5b024af7d9b74a9174d6c9014a1f9d3336e/annTrans/trinotAdd.sh,kurokocon/annTrans
80,2017-12-07_rep_seq_blast_rdp.Rmd,reports/2017-12-07_rep_seq_blast_rdp.Rmd,https://github.com/nate-d-olson/mgtst_pub/blob/487bb13c6772f0dbed5c6553f3de385834066396/reports/2017-12-07_rep_seq_blast_rdp.Rmd,nate-d-olson/mgtst_pub
81,ncbiBlastConfig2-2-29.txt,HLAminer_v1.3.1/bin/ncbiBlastConfig2-2-29.txt,https://github.com/warrenlr/HLAminer/blob/ca001822b397171b52db6620134c02d428c7f1f0/HLAminer_v1.3.1/bin/ncbiBlastConfig2-2-29.txt,warrenlr/HLAminer
82,Supplementary File 1.mdown,Supplementary File 1.mdown,https://github.com/systems-immunology-roslin-institute/Honey-bee-metagenomics/blob/c37c31dd622ecc5172f0b9530378fca2e44f92ea/Supplementary%20File%201.mdown,systems-immunology-roslin-institute/Honey-bee-metagenomics
83,batch_simulate-systematically.sh,wales_analyses/batch_simulate-systematically.sh,https://github.com/lonelyjoeparker/real-time-phylogenomics/blob/0c336e7a17852e724f89b78cd9ecee525c28910a/wales_analyses/batch_simulate-systematically.sh,lonelyjoeparker/real-time-phylogenomics
84,batch_simulate.sh,wales_analyses/batch_simulate.sh,https://github.com/lonelyjoeparker/real-time-phylogenomics/blob/0c336e7a17852e724f89b78cd9ecee525c28910a/wales_analyses/batch_simulate.sh,lonelyjoeparker/real-time-phylogenomics
85,BLAST_repeat_refernce_genome.sh,wales_analyses/phylogenome_wales/BLAST_repeat_refernce_genome.sh,https://github.com/lonelyjoeparker/real-time-phylogenomics/blob/0c336e7a17852e724f89b78cd9ecee525c28910a/wales_analyses/phylogenome_wales/BLAST_repeat_refernce_genome.sh,lonelyjoeparker/real-time-phylogenomics
86,tblastn.sh,scripts/tblastn.sh,https://github.com/TeamMacLean/fairheas_post_assembly_analysis/blob/56cbde03b71ee9306012f67fedd0fb811375ffde/scripts/tblastn.sh,TeamMacLean/fairheas_post_assembly_analysis
87,blast.sh,agda/datisca/templates/datisca/blast.sh,https://github.com/NBISweden/agda/blob/a67e94b127ee7f97419152d5abe6a770bcee4f07/agda/datisca/templates/datisca/blast.sh,NBISweden/agda
88,blast_commands,A_MODEL/day5/Hackathon/hackathon_data_scripts/blast_commands,https://github.com/BioinformaticsTraining/python_course_DPJ/blob/4921818df97e21e6480a13f0ae045a812915ca22/A_MODEL/day5/Hackathon/hackathon_data_scripts/blast_commands,BioinformaticsTraining/python_course_DPJ
89,blast.rules,rules/annotation/blast.rules,https://github.com/sunbeam-labs/sunbeam/blob/1339f46e774d94346d8bace41fced6ad09cf9a90/rules/annotation/blast.rules,sunbeam-labs/sunbeam
90,trinotate.sh,trinotate.sh,https://github.com/MatthewRalston/NGS_scripts/blob/e83f08f43bd9a6c5c4ab4782538fb72bcd3a03d0/trinotate.sh,MatthewRalston/NGS_scripts
91,agrigoPrep.sh,agrigoPrep.sh,https://github.com/ACharbonneau/zealous-octo-tanuki/blob/aab11e237af29599146aa5f61880c6941d490ce0/agrigoPrep.sh,ACharbonneau/zealous-octo-tanuki
92,Trinotate.sh,Trinotate.sh,https://github.com/jblandis/Nicotiana_transcriptomics/blob/71106086313c0461b1b00dbb21ab584c47a27c58/Trinotate.sh,jblandis/Nicotiana_transcriptomics
93,blast_tes.sh,identify_haplotypes/te_alignments/blast_tes.sh,https://github.com/mcstitzer/dawe_ab10_kindr/blob/59be76ff89433bc0214a5924c5d48f215747f05b/identify_haplotypes/te_alignments/blast_tes.sh,mcstitzer/dawe_ab10_kindr
94,consAntifile.sh,consAntifile.sh,https://github.com/LCrossman/Nanopore_urine_analysis/blob/c7ab4cb33a6bdd95867f50a20d00b94f99be0d45/consAntifile.sh,LCrossman/Nanopore_urine_analysis
95,urine_search.sh,urine_search.sh,https://github.com/LCrossman/Nanopore_urine_analysis/blob/c7ab4cb33a6bdd95867f50a20d00b94f99be0d45/urine_search.sh,LCrossman/Nanopore_urine_analysis
96,swsharpdb-nn,swsharpdb-nn,https://github.com/mkorpar/swsharptest/blob/7e22f611391d47e1b2bfd63a76759f6f867c93ef/swsharpdb-nn,mkorpar/swsharptest
97,Create a BLAST database locally.md,Create a BLAST database locally.md,https://github.com/annaorteu/Doublesex/blob/81cde98217a60ecae8e2d70cace1acb411489ddd/Create%20a%20BLAST%20database%20locally.md,annaorteu/Doublesex
98,12_3_blast_viral_OTUs_for_quick_classification.sh,scripts_timeseries/12_3_blast_viral_OTUs_for_quick_classification.sh,https://github.com/jooolia/phylo_temporal_jericho/blob/3c55949bc8d9874fc0455223ccf91b0a9fe4ffbf/scripts_timeseries/12_3_blast_viral_OTUs_for_quick_classification.sh,jooolia/phylo_temporal_jericho
99,blastx-annotate.md,blastx-annotate.md,https://github.com/LorianSchweikert/DeNovo_Transcriptome/blob/4c01a385ea695144169efd8f86152b45ffda0f9d/blastx-annotate.md,LorianSchweikert/DeNovo_Transcriptome
100,blast_commands,day5/Hackathon/blast_commands,https://github.com/Pfern/BPBR16-Bioinformatics-using-Python-for-Biomedical-Researchers/blob/fcf54efcaa4b2cb66d4d98104f13b8523ff3a89f/day5/Hackathon/blast_commands,Pfern/BPBR16-Bioinformatics-using-Python-for-Biomedical-Researchers
101,BLASTX_run.sh,code/Bash-scripts/BLAST/BLASTX_run.sh,https://github.com/The-Bioinformatics-Group/skeletonema_sex_project/blob/c1b825a2ecd050290701d48d901d02fbe010a5d4/code/Bash-scripts/BLAST/BLASTX_run.sh,The-Bioinformatics-Group/skeletonema_sex_project
102,blast_fasta_against_genomes.sh,Scripts/blast_fasta_against_genomes.sh,https://github.com/sevragorgia/CBAS_Symbionts/blob/0ec0123a12e51f53c5cbfcc67b9aa96664b36622/Scripts/blast_fasta_against_genomes.sh,sevragorgia/CBAS_Symbionts
103,anBank.log,log/anBank.log,https://github.com/tiehan/anbank/blob/ba90c8cd3ffd0f32aba3ce5ec8df728b095851a4/log/anBank.log,tiehan/anbank
104,otu_table_blast_info.py,otu_table_blast_info.py,https://github.com/ZeweiSong/FAST/blob/8afb8731e5823a4f2a4522669c44267d6d557f79/otu_table_blast_info.py,ZeweiSong/FAST
105,blast.cent.nr.pl,assembly_assessments/bin/blast.cent.nr.pl,https://github.com/ShadeLab/PAPER_Dunivin_FEMSMicroEcol_2018/blob/7b1674d6502aaeb116f863dffa7ff4ad391c9e9c/assembly_assessments/bin/blast.cent.nr.pl,ShadeLab/PAPER_Dunivin_FEMSMicroEcol_2018
106,s1_redkmer_output2genome.bash,supplementary_modules/s1_redkmer_output2genome.bash,https://github.com/genome-traffic/redkmer-hpc/blob/5d09923959b37eed005a371538fb961beb6a5439/supplementary_modules/s1_redkmer_output2genome.bash,genome-traffic/redkmer-hpc
107,Parallel.md,Tools/Parallel.md,https://github.com/zwbao/zwbao.github.io/blob/b0d9583800306911f2ac4f8b874198159c16cb7c/Tools/Parallel.md,zwbao/zwbao.github.io
108,blast.sh,Hoffman_rnaseq_guide_and_scripts/blast.sh,https://github.com/avahoffman/gene-expression/blob/0e41cf24aa3a39753ba011980359d2cd733d17c8/Hoffman_rnaseq_guide_and_scripts/blast.sh,avahoffman/gene-expression
109,s1_redkmer_output2genome.bash,supplementary_modules/s1_redkmer_output2genome.bash,https://github.com/WaltersLab/redkmer-ittc/blob/30b7c5d750496a4475a4593c4150888e0b773493/supplementary_modules/s1_redkmer_output2genome.bash,WaltersLab/redkmer-ittc
110,Blastinutils.tests.js,src/Blastinutils.tests.js,https://github.com/daviortega/blastinutils/blob/c0da597e39c86ab9504a2c623583fa1ee875561b/src/Blastinutils.tests.js,daviortega/blastinutils
111,doblastx.sh,blast_parsing/doblastx.sh,https://github.com/urmi-21/bioinformatics/blob/23d8bccba342585824a9d0d60c3d5bf741d2ee49/blast_parsing/doblastx.sh,urmi-21/bioinformatics
112,05_BLAST.sh,13_fixannotation/05_BLAST.sh,https://github.com/statonlab/pityopsis_chloroplast_v2/blob/3963218e2034194428b0f84d4c198354279b2e51/13_fixannotation/05_BLAST.sh,statonlab/pityopsis_chloroplast_v2
113,massive_BLAST_ROC-onlyCompareBlast.sh,wales_analyses/phylogenome_wales/massive_BLAST_ROC-onlyCompareBlast.sh,https://github.com/lonelyjoeparker/real-time-phylogenomics/blob/0c336e7a17852e724f89b78cd9ecee525c28910a/wales_analyses/phylogenome_wales/massive_BLAST_ROC-onlyCompareBlast.sh,lonelyjoeparker/real-time-phylogenomics
114,findRBBHs.pl,findRBBHs.pl,https://github.com/atcg/manderCap/blob/eea7ae52f548e6f26cd8b22be536d0a8b563f012/findRBBHs.pl,atcg/manderCap
115,tblastn.sh,slurmgear/peptideval/scripts/tblastn.sh,https://github.com/JohnUrban/sciara-project-tools/blob/bf7bc570a2b3780ae04130ac84c22a316f46eacf/slurmgear/peptideval/scripts/tblastn.sh,JohnUrban/sciara-project-tools
116,transtblastx.sh,slurmgear/transcripteval/scripts/transtblastx.sh,https://github.com/JohnUrban/sciara-project-tools/blob/bf7bc570a2b3780ae04130ac84c22a316f46eacf/slurmgear/transcripteval/scripts/transtblastx.sh,JohnUrban/sciara-project-tools
117,blast_redo.sh,Hoffman_rnaseq_guide_and_scripts/blast_redo.sh,https://github.com/avahoffman/gene-expression/blob/0e41cf24aa3a39753ba011980359d2cd733d17c8/Hoffman_rnaseq_guide_and_scripts/blast_redo.sh,avahoffman/gene-expression
118,run_blast.sh,core/run_blast.sh,https://github.com/JCVenterInstitute/HostSubtractionDB/blob/85ffdb5cd51bcbeb1cea434403742c3180bdc3cd/core/run_blast.sh,JCVenterInstitute/HostSubtractionDB
119,script_carp.txt,Scripts/script_carp.txt,https://github.com/abiswas-odu/CARP/blob/7a19434bcd12a597c3776b6d04ece951a393176e/Scripts/script_carp.txt,abiswas-odu/CARP
